type,old_split,new_split,phash_distance,dhash_distance,orientation,old_image,new_image
NEAR,train,test,4,5,normal,data\raw\train\22_jpg.rf.4df9ac9c84dcb127c61ceb8614d1ce46.jpg,new_dataset\Final Project.v1i.coco\test\61_jpg.rf.b22aa4fa59c65a3475c490d03aaf55d0.jpg
NEAR,train,train,4,5,normal,data\raw\train\25_jpg.rf.e5f04d50c1b76eef204485a4a47e6269.jpg,new_dataset\Final Project.v1i.coco\train\42_jpg.rf.f092090bdee6a796a9c590c8500a7e28.jpg
NEAR,train,valid,4,5,normal,data\raw\train\25_jpg.rf.e5f04d50c1b76eef204485a4a47e6269.jpg,new_dataset\Final Project.v1i.coco\valid\53_jpg.rf.877729aec367b1b8cf081fdb53236474.jpg
NEAR,train,train,4,5,normal,data\raw\train\26_jpg.rf.5dbbec5d1465b53a5eed96bbdf57cb66.jpg,new_dataset\Final Project.v1i.coco\train\19_jpg.rf.c572809ccc5df6ba1f47b44b5d2c2feb.jpg
NEAR,train,train,4,5,normal,data\raw\train\26_jpg.rf.5dbbec5d1465b53a5eed96bbdf57cb66.jpg,new_dataset\Final Project.v1i.coco\train\56_jpg.rf.c8613d653b2d8adc620d4ccce48447b2.jpg
NEAR,train,train,4,5,normal,data\raw\train\26_jpg.rf.5dbbec5d1465b53a5eed96bbdf57cb66.jpg,new_dataset\Final Project.v1i.coco\train\81_jpg.rf.e712529868dd846d9685ab1b9abc0f01.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_105_jpg.rf.8a362f894fc14df36a3bcf4055698f80.jpg,new_dataset\Final Project.v1i.coco\train\2_119_jpg.rf.a1e161864b4594697d9aa24580088991.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_105_jpg.rf.8a362f894fc14df36a3bcf4055698f80.jpg,new_dataset\Final Project.v1i.coco\train\2_123_jpg.rf.fa578c1b75543038a6344ca4340fd210.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_105_jpg.rf.8a362f894fc14df36a3bcf4055698f80.jpg,new_dataset\Final Project.v1i.coco\train\2_125_jpg.rf.22e52ea994efcd277198b51c635bd552.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_105_jpg.rf.8a362f894fc14df36a3bcf4055698f80.jpg,new_dataset\Final Project.v1i.coco\train\2_130_jpg.rf.5710297948caa15437d3c02d5b6375a3.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_105_jpg.rf.8a362f894fc14df36a3bcf4055698f80.jpg,new_dataset\Final Project.v1i.coco\train\2_166_jpg.rf.96f3de2a7faf9fbacefc9cac8f5568cc.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_105_jpg.rf.8a362f894fc14df36a3bcf4055698f80.jpg,new_dataset\Final Project.v1i.coco\train\2_67_jpg.rf.de7623c52abe5745dcaf58fce79594e8.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_105_jpg.rf.8a362f894fc14df36a3bcf4055698f80.jpg,new_dataset\Final Project.v1i.coco\valid\2_127_jpg.rf.f4c16f02aa3274660adce35dced8ab86.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_105_jpg.rf.8a362f894fc14df36a3bcf4055698f80.jpg,new_dataset\Final Project.v1i.coco\valid\2_135_jpg.rf.316fe73e39c244df440c674421fa88ad.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_105_jpg.rf.8a362f894fc14df36a3bcf4055698f80.jpg,new_dataset\Final Project.v1i.coco\valid\2_187_jpg.rf.e9cfb88548b7d3aab707eac7e25acbc7.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_106_jpg.rf.faab4d3ae397549efe70b31466adb9a2.jpg,new_dataset\Final Project.v1i.coco\train\2_144_jpg.rf.3b13d4bca3bdb55ef103ea8be827f9f0.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_106_jpg.rf.faab4d3ae397549efe70b31466adb9a2.jpg,new_dataset\Final Project.v1i.coco\train\2_156_jpg.rf.e25982e6c38071c026ef4e00344cf0e6.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_106_jpg.rf.faab4d3ae397549efe70b31466adb9a2.jpg,new_dataset\Final Project.v1i.coco\train\2_229_jpg.rf.1eccca355820c1fe2d098660cd5dedb6.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_106_jpg.rf.faab4d3ae397549efe70b31466adb9a2.jpg,new_dataset\Final Project.v1i.coco\train\2_90_jpg.rf.b5975351413812bae3892901ed52dff4.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_107_jpg.rf.4ce2061402ba8145595c947371e905d5.jpg,new_dataset\Final Project.v1i.coco\train\2_144_jpg.rf.3b13d4bca3bdb55ef103ea8be827f9f0.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_107_jpg.rf.4ce2061402ba8145595c947371e905d5.jpg,new_dataset\Final Project.v1i.coco\train\2_156_jpg.rf.e25982e6c38071c026ef4e00344cf0e6.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_107_jpg.rf.4ce2061402ba8145595c947371e905d5.jpg,new_dataset\Final Project.v1i.coco\train\2_229_jpg.rf.1eccca355820c1fe2d098660cd5dedb6.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_107_jpg.rf.4ce2061402ba8145595c947371e905d5.jpg,new_dataset\Final Project.v1i.coco\train\2_90_jpg.rf.b5975351413812bae3892901ed52dff4.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_109_jpg.rf.f4d42134c22bd0d55b3994040583efcd.jpg,new_dataset\Final Project.v1i.coco\test\2_129_jpg.rf.d5a622e42dee795980c834072b039c3b.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_109_jpg.rf.f4d42134c22bd0d55b3994040583efcd.jpg,new_dataset\Final Project.v1i.coco\train\2_131_jpg.rf.90820dfec86f5fa87e0ed4acbf11ce74.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_109_jpg.rf.f4d42134c22bd0d55b3994040583efcd.jpg,new_dataset\Final Project.v1i.coco\train\2_132_jpg.rf.763370379fdc624e1c26030331658a4d.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_109_jpg.rf.f4d42134c22bd0d55b3994040583efcd.jpg,new_dataset\Final Project.v1i.coco\train\2_144_jpg.rf.3b13d4bca3bdb55ef103ea8be827f9f0.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_109_jpg.rf.f4d42134c22bd0d55b3994040583efcd.jpg,new_dataset\Final Project.v1i.coco\train\2_151_jpg.rf.5afc4a69df60b0ce140628a588315058.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_109_jpg.rf.f4d42134c22bd0d55b3994040583efcd.jpg,new_dataset\Final Project.v1i.coco\train\2_156_jpg.rf.e25982e6c38071c026ef4e00344cf0e6.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_109_jpg.rf.f4d42134c22bd0d55b3994040583efcd.jpg,new_dataset\Final Project.v1i.coco\train\2_192_jpg.rf.a9b95a15716bda27e2693a90940f48c4.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_109_jpg.rf.f4d42134c22bd0d55b3994040583efcd.jpg,new_dataset\Final Project.v1i.coco\train\2_88_jpg.rf.bcbe506e38eaecac0fb909e959479d4a.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_109_jpg.rf.f4d42134c22bd0d55b3994040583efcd.jpg,new_dataset\Final Project.v1i.coco\train\2_92_jpg.rf.194841e735064bef3c9e89ae32929182.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_10_jpg.rf.cf65b87b878e531cc43e74a73dc1e1df.jpg,new_dataset\Final Project.v1i.coco\valid\2_21_jpg.rf.f658d02e08e6297f9425ac4b3804898e.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_110_jpg.rf.30d5735b8e748fc5365e4204deb1470b.jpg,new_dataset\Final Project.v1i.coco\valid\2_127_jpg.rf.f4c16f02aa3274660adce35dced8ab86.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_110_jpg.rf.30d5735b8e748fc5365e4204deb1470b.jpg,new_dataset\Final Project.v1i.coco\valid\2_81_jpg.rf.c3825c1e996beaeeb339169048263557.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_115_jpg.rf.2026dc4e07f6c76a75b64d95c3be2790.jpg,new_dataset\Final Project.v1i.coco\test\2_211_jpg.rf.e88e45c94874b97c4110e6e6d664111d.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_115_jpg.rf.2026dc4e07f6c76a75b64d95c3be2790.jpg,new_dataset\Final Project.v1i.coco\train\2_137_jpg.rf.8f1531bdc0162734c599556d87089d6e.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_116_jpg.rf.ee73351397bdab8bb21aa6551ecda5de.jpg,new_dataset\Final Project.v1i.coco\train\2_198_jpg.rf.520076eab819ae6ae7325c8b933453ca.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_116_jpg.rf.ee73351397bdab8bb21aa6551ecda5de.jpg,new_dataset\Final Project.v1i.coco\train\2_223_jpg.rf.606771bb23f8f10924334d2ea57b8581.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_117_jpg.rf.90768446dde5ba6964f35baaaba8df7e.jpg,new_dataset\Final Project.v1i.coco\train\2_214_jpg.rf.e4ad685010899fd0cf9d958560a7effe.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_117_jpg.rf.90768446dde5ba6964f35baaaba8df7e.jpg,new_dataset\Final Project.v1i.coco\train\2_225_jpg.rf.c10856ca4e0ef9aa0397550f3c91d49d.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_119_jpg.rf.181ea2d0a3f39bcfb97e2ab6aedcf243.jpg,new_dataset\Final Project.v1i.coco\test\2_105_jpg.rf.e7eec6e10bc70d5fc01f9d5b4164960c.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_119_jpg.rf.181ea2d0a3f39bcfb97e2ab6aedcf243.jpg,new_dataset\Final Project.v1i.coco\test\2_142_jpg.rf.ccc019facc972e09c33f9280387c01ff.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_119_jpg.rf.181ea2d0a3f39bcfb97e2ab6aedcf243.jpg,new_dataset\Final Project.v1i.coco\test\2_87_jpg.rf.0ee52908ba8a588c63ba6317ea6b826f.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_119_jpg.rf.181ea2d0a3f39bcfb97e2ab6aedcf243.jpg,new_dataset\Final Project.v1i.coco\train\2_176_jpg.rf.3ede7692fbc6c27d0934c25ecfe90296.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_119_jpg.rf.181ea2d0a3f39bcfb97e2ab6aedcf243.jpg,new_dataset\Final Project.v1i.coco\train\2_179_jpg.rf.2eba0b50184250085999f4316ecedb7b.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_119_jpg.rf.181ea2d0a3f39bcfb97e2ab6aedcf243.jpg,new_dataset\Final Project.v1i.coco\train\2_207_jpg.rf.facc0fcc119c77d8944de259ef453dca.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_119_jpg.rf.181ea2d0a3f39bcfb97e2ab6aedcf243.jpg,new_dataset\Final Project.v1i.coco\train\2_208_jpg.rf.223c7e0881ddad92ab5303e36cabfee6.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_119_jpg.rf.181ea2d0a3f39bcfb97e2ab6aedcf243.jpg,new_dataset\Final Project.v1i.coco\train\2_86_jpg.rf.e63398553362a5a0c905aef0e70d3819.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_119_jpg.rf.181ea2d0a3f39bcfb97e2ab6aedcf243.jpg,new_dataset\Final Project.v1i.coco\valid\2_178_jpg.rf.9993e8462d90bba6572bcc8635db81c9.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_123_jpg.rf.363bef69c0e82133bc5fdbf9249ed396.jpg,new_dataset\Final Project.v1i.coco\test\2_105_jpg.rf.e7eec6e10bc70d5fc01f9d5b4164960c.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_123_jpg.rf.363bef69c0e82133bc5fdbf9249ed396.jpg,new_dataset\Final Project.v1i.coco\test\2_142_jpg.rf.ccc019facc972e09c33f9280387c01ff.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_123_jpg.rf.363bef69c0e82133bc5fdbf9249ed396.jpg,new_dataset\Final Project.v1i.coco\test\2_87_jpg.rf.0ee52908ba8a588c63ba6317ea6b826f.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_123_jpg.rf.363bef69c0e82133bc5fdbf9249ed396.jpg,new_dataset\Final Project.v1i.coco\train\2_176_jpg.rf.3ede7692fbc6c27d0934c25ecfe90296.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_123_jpg.rf.363bef69c0e82133bc5fdbf9249ed396.jpg,new_dataset\Final Project.v1i.coco\train\2_179_jpg.rf.2eba0b50184250085999f4316ecedb7b.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_123_jpg.rf.363bef69c0e82133bc5fdbf9249ed396.jpg,new_dataset\Final Project.v1i.coco\train\2_207_jpg.rf.facc0fcc119c77d8944de259ef453dca.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_123_jpg.rf.363bef69c0e82133bc5fdbf9249ed396.jpg,new_dataset\Final Project.v1i.coco\train\2_208_jpg.rf.223c7e0881ddad92ab5303e36cabfee6.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_123_jpg.rf.363bef69c0e82133bc5fdbf9249ed396.jpg,new_dataset\Final Project.v1i.coco\train\2_86_jpg.rf.e63398553362a5a0c905aef0e70d3819.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_123_jpg.rf.363bef69c0e82133bc5fdbf9249ed396.jpg,new_dataset\Final Project.v1i.coco\valid\2_178_jpg.rf.9993e8462d90bba6572bcc8635db81c9.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_125_jpg.rf.130d7df22d8b9b9f7a76b007bb28f9cf.jpg,new_dataset\Final Project.v1i.coco\test\2_105_jpg.rf.e7eec6e10bc70d5fc01f9d5b4164960c.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_125_jpg.rf.130d7df22d8b9b9f7a76b007bb28f9cf.jpg,new_dataset\Final Project.v1i.coco\test\2_142_jpg.rf.ccc019facc972e09c33f9280387c01ff.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_125_jpg.rf.130d7df22d8b9b9f7a76b007bb28f9cf.jpg,new_dataset\Final Project.v1i.coco\test\2_87_jpg.rf.0ee52908ba8a588c63ba6317ea6b826f.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_125_jpg.rf.130d7df22d8b9b9f7a76b007bb28f9cf.jpg,new_dataset\Final Project.v1i.coco\train\2_176_jpg.rf.3ede7692fbc6c27d0934c25ecfe90296.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_125_jpg.rf.130d7df22d8b9b9f7a76b007bb28f9cf.jpg,new_dataset\Final Project.v1i.coco\train\2_179_jpg.rf.2eba0b50184250085999f4316ecedb7b.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_125_jpg.rf.130d7df22d8b9b9f7a76b007bb28f9cf.jpg,new_dataset\Final Project.v1i.coco\train\2_207_jpg.rf.facc0fcc119c77d8944de259ef453dca.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_125_jpg.rf.130d7df22d8b9b9f7a76b007bb28f9cf.jpg,new_dataset\Final Project.v1i.coco\train\2_208_jpg.rf.223c7e0881ddad92ab5303e36cabfee6.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_125_jpg.rf.130d7df22d8b9b9f7a76b007bb28f9cf.jpg,new_dataset\Final Project.v1i.coco\train\2_86_jpg.rf.e63398553362a5a0c905aef0e70d3819.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_125_jpg.rf.130d7df22d8b9b9f7a76b007bb28f9cf.jpg,new_dataset\Final Project.v1i.coco\valid\2_178_jpg.rf.9993e8462d90bba6572bcc8635db81c9.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_126_jpg.rf.eb6e9648d33563abfbe35e9ac52f5de8.jpg,new_dataset\Final Project.v1i.coco\train\2_156_jpg.rf.e25982e6c38071c026ef4e00344cf0e6.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_126_jpg.rf.eb6e9648d33563abfbe35e9ac52f5de8.jpg,new_dataset\Final Project.v1i.coco\train\2_176_jpg.rf.3ede7692fbc6c27d0934c25ecfe90296.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_126_jpg.rf.eb6e9648d33563abfbe35e9ac52f5de8.jpg,new_dataset\Final Project.v1i.coco\train\2_90_jpg.rf.b5975351413812bae3892901ed52dff4.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_127_jpg.rf.2dfebfbec64debc2351727e3468d23d4.jpg,new_dataset\Final Project.v1i.coco\test\2_105_jpg.rf.e7eec6e10bc70d5fc01f9d5b4164960c.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_127_jpg.rf.2dfebfbec64debc2351727e3468d23d4.jpg,new_dataset\Final Project.v1i.coco\test\2_206_jpg.rf.d3b05855144445ebc04ca0c03ec70ff3.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_127_jpg.rf.2dfebfbec64debc2351727e3468d23d4.jpg,new_dataset\Final Project.v1i.coco\test\2_87_jpg.rf.0ee52908ba8a588c63ba6317ea6b826f.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_127_jpg.rf.2dfebfbec64debc2351727e3468d23d4.jpg,new_dataset\Final Project.v1i.coco\train\2_176_jpg.rf.3ede7692fbc6c27d0934c25ecfe90296.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_127_jpg.rf.2dfebfbec64debc2351727e3468d23d4.jpg,new_dataset\Final Project.v1i.coco\train\2_208_jpg.rf.223c7e0881ddad92ab5303e36cabfee6.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_127_jpg.rf.2dfebfbec64debc2351727e3468d23d4.jpg,new_dataset\Final Project.v1i.coco\train\2_99_jpg.rf.58c2bdfe3aeb5f2411ff87813d62a882.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_127_jpg.rf.2dfebfbec64debc2351727e3468d23d4.jpg,new_dataset\Final Project.v1i.coco\valid\2_110_jpg.rf.99e0db8ee268299e9be68a1fd3be0587.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_127_jpg.rf.2dfebfbec64debc2351727e3468d23d4.jpg,new_dataset\Final Project.v1i.coco\valid\2_216_jpg.rf.9892383bf20d46afee0cca68d0e81e87.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_127_jpg.rf.2dfebfbec64debc2351727e3468d23d4.jpg,new_dataset\Final Project.v1i.coco\valid\2_227_jpg.rf.4acbbb9be2164043100345fadd26a772.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_129_jpg.rf.72fdc7b3fee95bd412fdb99ecbc5d30e.jpg,new_dataset\Final Project.v1i.coco\train\2_109_jpg.rf.b7267fc5fcb0e0da9f9937a9408de4b6.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_129_jpg.rf.72fdc7b3fee95bd412fdb99ecbc5d30e.jpg,new_dataset\Final Project.v1i.coco\valid\2_135_jpg.rf.316fe73e39c244df440c674421fa88ad.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_129_jpg.rf.72fdc7b3fee95bd412fdb99ecbc5d30e.jpg,new_dataset\Final Project.v1i.coco\valid\2_81_jpg.rf.c3825c1e996beaeeb339169048263557.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_130_jpg.rf.1188a28cbba6f113ff7e8f5a6cc9675b.jpg,new_dataset\Final Project.v1i.coco\test\2_105_jpg.rf.e7eec6e10bc70d5fc01f9d5b4164960c.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_130_jpg.rf.1188a28cbba6f113ff7e8f5a6cc9675b.jpg,new_dataset\Final Project.v1i.coco\test\2_142_jpg.rf.ccc019facc972e09c33f9280387c01ff.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_130_jpg.rf.1188a28cbba6f113ff7e8f5a6cc9675b.jpg,new_dataset\Final Project.v1i.coco\test\2_206_jpg.rf.d3b05855144445ebc04ca0c03ec70ff3.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_130_jpg.rf.1188a28cbba6f113ff7e8f5a6cc9675b.jpg,new_dataset\Final Project.v1i.coco\test\2_87_jpg.rf.0ee52908ba8a588c63ba6317ea6b826f.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_130_jpg.rf.1188a28cbba6f113ff7e8f5a6cc9675b.jpg,new_dataset\Final Project.v1i.coco\train\2_176_jpg.rf.3ede7692fbc6c27d0934c25ecfe90296.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_130_jpg.rf.1188a28cbba6f113ff7e8f5a6cc9675b.jpg,new_dataset\Final Project.v1i.coco\train\2_207_jpg.rf.facc0fcc119c77d8944de259ef453dca.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_130_jpg.rf.1188a28cbba6f113ff7e8f5a6cc9675b.jpg,new_dataset\Final Project.v1i.coco\train\2_208_jpg.rf.223c7e0881ddad92ab5303e36cabfee6.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_130_jpg.rf.1188a28cbba6f113ff7e8f5a6cc9675b.jpg,new_dataset\Final Project.v1i.coco\train\2_223_jpg.rf.606771bb23f8f10924334d2ea57b8581.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_130_jpg.rf.1188a28cbba6f113ff7e8f5a6cc9675b.jpg,new_dataset\Final Project.v1i.coco\train\2_86_jpg.rf.e63398553362a5a0c905aef0e70d3819.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_130_jpg.rf.1188a28cbba6f113ff7e8f5a6cc9675b.jpg,new_dataset\Final Project.v1i.coco\train\2_99_jpg.rf.58c2bdfe3aeb5f2411ff87813d62a882.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_130_jpg.rf.1188a28cbba6f113ff7e8f5a6cc9675b.jpg,new_dataset\Final Project.v1i.coco\valid\2_108_jpg.rf.204810c2319b6b4003cbccf1d23a9152.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_130_jpg.rf.1188a28cbba6f113ff7e8f5a6cc9675b.jpg,new_dataset\Final Project.v1i.coco\valid\2_178_jpg.rf.9993e8462d90bba6572bcc8635db81c9.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_130_jpg.rf.1188a28cbba6f113ff7e8f5a6cc9675b.jpg,new_dataset\Final Project.v1i.coco\valid\2_216_jpg.rf.9892383bf20d46afee0cca68d0e81e87.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_130_jpg.rf.1188a28cbba6f113ff7e8f5a6cc9675b.jpg,new_dataset\Final Project.v1i.coco\valid\2_227_jpg.rf.4acbbb9be2164043100345fadd26a772.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_131_jpg.rf.46792bca6a2b8eed70822307cf899cbd.jpg,new_dataset\Final Project.v1i.coco\test\2_211_jpg.rf.e88e45c94874b97c4110e6e6d664111d.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_131_jpg.rf.46792bca6a2b8eed70822307cf899cbd.jpg,new_dataset\Final Project.v1i.coco\train\2_109_jpg.rf.b7267fc5fcb0e0da9f9937a9408de4b6.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_131_jpg.rf.46792bca6a2b8eed70822307cf899cbd.jpg,new_dataset\Final Project.v1i.coco\train\2_177_jpg.rf.eedddd60922cfa2aef7ae21c2d0f615f.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_131_jpg.rf.46792bca6a2b8eed70822307cf899cbd.jpg,new_dataset\Final Project.v1i.coco\train\2_186_jpg.rf.69eb3f266e4722811871723a0578faa5.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_131_jpg.rf.46792bca6a2b8eed70822307cf899cbd.jpg,new_dataset\Final Project.v1i.coco\train\2_188_jpg.rf.5f560e1db7b178fd426c8f6b615af9df.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_131_jpg.rf.46792bca6a2b8eed70822307cf899cbd.jpg,new_dataset\Final Project.v1i.coco\train\2_190_jpg.rf.04627e7805d87f5388b3280bf850116d.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_131_jpg.rf.46792bca6a2b8eed70822307cf899cbd.jpg,new_dataset\Final Project.v1i.coco\valid\2_136_jpg.rf.da1d705abebd2d12ae5251c6961308f9.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_131_jpg.rf.46792bca6a2b8eed70822307cf899cbd.jpg,new_dataset\Final Project.v1i.coco\valid\2_83_jpg.rf.8b25e099cf61c27dbf8c762dc413586d.jpg
NEAR,train,test,4,5,normal,data\raw\train\2_132_jpg.rf.b2f936a5183cc61669cdbc0ce6423b9e.jpg,new_dataset\Final Project.v1i.coco\test\2_211_jpg.rf.e88e45c94874b97c4110e6e6d664111d.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_132_jpg.rf.b2f936a5183cc61669cdbc0ce6423b9e.jpg,new_dataset\Final Project.v1i.coco\train\2_109_jpg.rf.b7267fc5fcb0e0da9f9937a9408de4b6.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_132_jpg.rf.b2f936a5183cc61669cdbc0ce6423b9e.jpg,new_dataset\Final Project.v1i.coco\train\2_177_jpg.rf.eedddd60922cfa2aef7ae21c2d0f615f.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_132_jpg.rf.b2f936a5183cc61669cdbc0ce6423b9e.jpg,new_dataset\Final Project.v1i.coco\train\2_186_jpg.rf.69eb3f266e4722811871723a0578faa5.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_132_jpg.rf.b2f936a5183cc61669cdbc0ce6423b9e.jpg,new_dataset\Final Project.v1i.coco\train\2_188_jpg.rf.5f560e1db7b178fd426c8f6b615af9df.jpg
NEAR,train,train,4,5,normal,data\raw\train\2_132_jpg.rf.b2f936a5183cc61669cdbc0ce6423b9e.jpg,new_dataset\Final Project.v1i.coco\train\2_190_jpg.rf.04627e7805d87f5388b3280bf850116d.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_132_jpg.rf.b2f936a5183cc61669cdbc0ce6423b9e.jpg,new_dataset\Final Project.v1i.coco\valid\2_136_jpg.rf.da1d705abebd2d12ae5251c6961308f9.jpg
NEAR,train,valid,4,5,normal,data\raw\train\2_132_jpg.rf.b2f936a5183cc61669cdbc0ce6423b9e.jpg,new_dataset\Final Project.v1i.coco\valid\2_83_jpg.rf.8b25e099cf61c27dbf8c762dc413586d.jpg
NEAR,train,train,4,5,normal,data\raw\train\37_jpg.rf.74e796f43c24854cd57c120acdbf0862.jpg,new_dataset\Final Project.v1i.coco\train\56_jpg.rf.c8613d653b2d8adc620d4ccce48447b2.jpg
NEAR,train,train,4,5,normal,data\raw\train\39_jpg.rf.2b1cc7f52e6073f8b0549c4bd118630e.jpg,new_dataset\Final Project.v1i.coco\train\70_jpg.rf.0484a1a8eb8c2e672c9725d6e053502e.jpg
NEAR,train,valid,4,5,normal,data\raw\train\40_jpg.rf.4e616f13d21198d42426bc2f255afe6d.jpg,new_dataset\Final Project.v1i.coco\valid\48_jpg.rf.c8693c9a11a8702bd98710835c7f87f2.jpg
NEAR,train,valid,4,5,normal,data\raw\train\41_jpg.rf.96b63f267060aa9573e1d904cf363e26.jpg,new_dataset\Final Project.v1i.coco\valid\75_jpg.rf.d9968ee7d1766aa6445bb1f402251227.jpg
NEAR,train,train,4,5,normal,data\raw\train\42_jpg.rf.ec6d64e303f1263d8ee25ff5b8f1c647.jpg,new_dataset\Final Project.v1i.coco\train\25_jpg.rf.ec22451f3f4042976fba53b35aba600a.jpg
NEAR,train,train,4,5,normal,data\raw\train\42_jpg.rf.ec6d64e303f1263d8ee25ff5b8f1c647.jpg,new_dataset\Final Project.v1i.coco\train\57_jpg.rf.0bb683395ee43eaf35a7769e6ec5cf83.jpg
