split,group_id,new_filename,source_split,original_filename,source_path,Burn Mark,Flash,Short Shot,Sink Mark
train,20,fp_train_0087.jpg,train,2_183_jpg.rf.b43177b9e839bc484b5c4387c24d9f79.jpg,new_dataset\Final Project.v1i.coco\train\2_183_jpg.rf.b43177b9e839bc484b5c4387c24d9f79.jpg,0,1,0,0
train,20,fp_train_0088.jpg,train,2_130_jpg.rf.5710297948caa15437d3c02d5b6375a3.jpg,new_dataset\Final Project.v1i.coco\train\2_130_jpg.rf.5710297948caa15437d3c02d5b6375a3.jpg,0,1,0,0
train,20,fp_train_0089.jpg,train,2_208_jpg.rf.223c7e0881ddad92ab5303e36cabfee6.jpg,new_dataset\Final Project.v1i.coco\train\2_208_jpg.rf.223c7e0881ddad92ab5303e36cabfee6.jpg,1,1,0,0
train,20,fp_train_0090.jpg,train,2_189_jpg.rf.dbddd0fc4df7865add016a0ebd8c0589.jpg,new_dataset\Final Project.v1i.coco\train\2_189_jpg.rf.dbddd0fc4df7865add016a0ebd8c0589.jpg,0,1,0,0
train,20,fp_train_0091.jpg,train,2_131_jpg.rf.90820dfec86f5fa87e0ed4acbf11ce74.jpg,new_dataset\Final Project.v1i.coco\train\2_131_jpg.rf.90820dfec86f5fa87e0ed4acbf11ce74.jpg,0,1,1,0
train,20,fp_train_0092.jpg,train,2_176_jpg.rf.3ede7692fbc6c27d0934c25ecfe90296.jpg,new_dataset\Final Project.v1i.coco\train\2_176_jpg.rf.3ede7692fbc6c27d0934c25ecfe90296.jpg,0,0,0,0
train,20,fp_train_0093.jpg,train,2_140_jpg.rf.fae5dc009b674f8841253bb5fc61a2ea.jpg,new_dataset\Final Project.v1i.coco\train\2_140_jpg.rf.fae5dc009b674f8841253bb5fc61a2ea.jpg,0,0,0,0
train,20,fp_train_0094.jpg,train,2_219_jpg.rf.4392c398fb6ec3535fe0938e61371db5.jpg,new_dataset\Final Project.v1i.coco\train\2_219_jpg.rf.4392c398fb6ec3535fe0938e61371db5.jpg,0,0,0,0
train,20,fp_train_0095.jpg,train,2_194_jpg.rf.82ee0d638956a6e9f35931c3c5089b88.jpg,new_dataset\Final Project.v1i.coco\train\2_194_jpg.rf.82ee0d638956a6e9f35931c3c5089b88.jpg,0,1,0,0
train,20,fp_train_0096.jpg,train,2_151_jpg.rf.5afc4a69df60b0ce140628a588315058.jpg,new_dataset\Final Project.v1i.coco\train\2_151_jpg.rf.5afc4a69df60b0ce140628a588315058.jpg,0,1,1,0
train,20,fp_train_0097.jpg,train,2_181_jpg.rf.01ede8cf769d0de6f94e8761aa8d7d69.jpg,new_dataset\Final Project.v1i.coco\train\2_181_jpg.rf.01ede8cf769d0de6f94e8761aa8d7d69.jpg,1,1,0,0
train,20,fp_train_0098.jpg,train,2_171_jpg.rf.4edfad65a256ca8c83e2fdc0f461fefa.jpg,new_dataset\Final Project.v1i.coco\train\2_171_jpg.rf.4edfad65a256ca8c83e2fdc0f461fefa.jpg,0,1,0,0
train,20,fp_train_0099.jpg,train,2_207_jpg.rf.facc0fcc119c77d8944de259ef453dca.jpg,new_dataset\Final Project.v1i.coco\train\2_207_jpg.rf.facc0fcc119c77d8944de259ef453dca.jpg,1,0,0,0
train,20,fp_train_0100.jpg,train,2_132_jpg.rf.763370379fdc624e1c26030331658a4d.jpg,new_dataset\Final Project.v1i.coco\train\2_132_jpg.rf.763370379fdc624e1c26030331658a4d.jpg,0,1,1,0
train,20,fp_train_0101.jpg,train,2_161_jpg.rf.369f7148fa25fae68e581b5d41b6ded0.jpg,new_dataset\Final Project.v1i.coco\train\2_161_jpg.rf.369f7148fa25fae68e581b5d41b6ded0.jpg,0,1,0,0
train,20,fp_train_0102.jpg,train,2_188_jpg.rf.5f560e1db7b178fd426c8f6b615af9df.jpg,new_dataset\Final Project.v1i.coco\train\2_188_jpg.rf.5f560e1db7b178fd426c8f6b615af9df.jpg,0,1,0,0
train,20,fp_train_0103.jpg,valid,2_136_jpg.rf.da1d705abebd2d12ae5251c6961308f9.jpg,new_dataset\Final Project.v1i.coco\valid\2_136_jpg.rf.da1d705abebd2d12ae5251c6961308f9.jpg,0,0,0,0
train,20,fp_train_0104.jpg,valid,2_115_jpg.rf.94a1dd5be597792ef6b2131557db985a.jpg,new_dataset\Final Project.v1i.coco\valid\2_115_jpg.rf.94a1dd5be597792ef6b2131557db985a.jpg,0,0,0,0
train,20,fp_train_0105.jpg,valid,2_231_jpg.rf.4d7738d9c925132d4135655172b9b515.jpg,new_dataset\Final Project.v1i.coco\valid\2_231_jpg.rf.4d7738d9c925132d4135655172b9b515.jpg,0,1,0,0
train,20,fp_train_0106.jpg,valid,2_180_jpg.rf.c800988add3d0307de47e3a81688c20b.jpg,new_dataset\Final Project.v1i.coco\valid\2_180_jpg.rf.c800988add3d0307de47e3a81688c20b.jpg,0,1,0,0
train,20,fp_train_0107.jpg,valid,2_178_jpg.rf.9993e8462d90bba6572bcc8635db81c9.jpg,new_dataset\Final Project.v1i.coco\valid\2_178_jpg.rf.9993e8462d90bba6572bcc8635db81c9.jpg,0,0,0,0
train,20,fp_train_0108.jpg,valid,2_187_jpg.rf.e9cfb88548b7d3aab707eac7e25acbc7.jpg,new_dataset\Final Project.v1i.coco\valid\2_187_jpg.rf.e9cfb88548b7d3aab707eac7e25acbc7.jpg,0,1,0,0
train,20,fp_train_0109.jpg,valid,2_135_jpg.rf.316fe73e39c244df440c674421fa88ad.jpg,new_dataset\Final Project.v1i.coco\valid\2_135_jpg.rf.316fe73e39c244df440c674421fa88ad.jpg,0,1,0,0
train,20,fp_train_0110.jpg,valid,2_199_jpg.rf.5094eb93e9061b85b2bbea0583511a3b.jpg,new_dataset\Final Project.v1i.coco\valid\2_199_jpg.rf.5094eb93e9061b85b2bbea0583511a3b.jpg,0,0,0,0
train,20,fp_train_0111.jpg,valid,2_227_jpg.rf.4acbbb9be2164043100345fadd26a772.jpg,new_dataset\Final Project.v1i.coco\valid\2_227_jpg.rf.4acbbb9be2164043100345fadd26a772.jpg,0,1,0,0
train,20,fp_train_0112.jpg,valid,2_165_jpg.rf.c6dff6bdebec75d385f61721c86be3a6.jpg,new_dataset\Final Project.v1i.coco\valid\2_165_jpg.rf.c6dff6bdebec75d385f61721c86be3a6.jpg,0,1,0,0
train,20,fp_train_0113.jpg,valid,2_215_jpg.rf.efde5d777d461c05fa8917aca7453dd7.jpg,new_dataset\Final Project.v1i.coco\valid\2_215_jpg.rf.efde5d777d461c05fa8917aca7453dd7.jpg,0,1,1,0
train,20,fp_train_0114.jpg,valid,2_127_jpg.rf.f4c16f02aa3274660adce35dced8ab86.jpg,new_dataset\Final Project.v1i.coco\valid\2_127_jpg.rf.f4c16f02aa3274660adce35dced8ab86.jpg,0,0,0,0
train,20,fp_train_0115.jpg,valid,2_114_jpg.rf.90004dfec0b04351b3be3df78004e35d.jpg,new_dataset\Final Project.v1i.coco\valid\2_114_jpg.rf.90004dfec0b04351b3be3df78004e35d.jpg,0,0,0,0
train,20,fp_train_0116.jpg,valid,2_160_jpg.rf.241110cde6c16c4e4701ac18a2ea3ea3.jpg,new_dataset\Final Project.v1i.coco\valid\2_160_jpg.rf.241110cde6c16c4e4701ac18a2ea3ea3.jpg,0,0,1,0
train,20,fp_train_0117.jpg,valid,2_216_jpg.rf.9892383bf20d46afee0cca68d0e81e87.jpg,new_dataset\Final Project.v1i.coco\valid\2_216_jpg.rf.9892383bf20d46afee0cca68d0e81e87.jpg,0,1,0,0
train,20,fp_train_0118.jpg,test,2_146_jpg.rf.eb09869c22433b2e010cf0e5c4b283af.jpg,new_dataset\Final Project.v1i.coco\test\2_146_jpg.rf.eb09869c22433b2e010cf0e5c4b283af.jpg,0,1,1,0
train,20,fp_train_0119.jpg,test,2_154_jpg.rf.f863241fd04dc3a4b270283804e7e485.jpg,new_dataset\Final Project.v1i.coco\test\2_154_jpg.rf.f863241fd04dc3a4b270283804e7e485.jpg,0,1,0,0
train,20,fp_train_0120.jpg,test,2_205_jpg.rf.8818c593b9f21288dabfd68df66e21c5.jpg,new_dataset\Final Project.v1i.coco\test\2_205_jpg.rf.8818c593b9f21288dabfd68df66e21c5.jpg,0,0,1,0
train,20,fp_train_0121.jpg,test,2_185_jpg.rf.13f348fe63d85de51d04121166075028.jpg,new_dataset\Final Project.v1i.coco\test\2_185_jpg.rf.13f348fe63d85de51d04121166075028.jpg,0,1,0,0
train,20,fp_train_0122.jpg,test,2_220_jpg.rf.c48cb67f5bd9f5ccdf1f02241ce8f20d.jpg,new_dataset\Final Project.v1i.coco\test\2_220_jpg.rf.c48cb67f5bd9f5ccdf1f02241ce8f20d.jpg,0,1,0,0
train,20,fp_train_0123.jpg,test,2_142_jpg.rf.ccc019facc972e09c33f9280387c01ff.jpg,new_dataset\Final Project.v1i.coco\test\2_142_jpg.rf.ccc019facc972e09c33f9280387c01ff.jpg,1,1,0,1
train,20,fp_train_0124.jpg,test,2_138_jpg.rf.9575603b5971a477441ef2dd8a53a19b.jpg,new_dataset\Final Project.v1i.coco\test\2_138_jpg.rf.9575603b5971a477441ef2dd8a53a19b.jpg,0,0,0,0
train,20,fp_train_0125.jpg,test,2_206_jpg.rf.d3b05855144445ebc04ca0c03ec70ff3.jpg,new_dataset\Final Project.v1i.coco\test\2_206_jpg.rf.d3b05855144445ebc04ca0c03ec70ff3.jpg,0,1,1,0
train,20,fp_train_0126.jpg,test,2_193_jpg.rf.766224f0fa6d12345247c603219f6e33.jpg,new_dataset\Final Project.v1i.coco\test\2_193_jpg.rf.766224f0fa6d12345247c603219f6e33.jpg,0,1,1,0
train,20,fp_train_0127.jpg,test,2_170_jpg.rf.3e678ed347cad09fcc70860f955eded4.jpg,new_dataset\Final Project.v1i.coco\test\2_170_jpg.rf.3e678ed347cad09fcc70860f955eded4.jpg,0,1,1,0
train,20,fp_train_0128.jpg,test,2_211_jpg.rf.e88e45c94874b97c4110e6e6d664111d.jpg,new_dataset\Final Project.v1i.coco\test\2_211_jpg.rf.e88e45c94874b97c4110e6e6d664111d.jpg,1,0,0,0
train,21,fp_train_0129.jpg,train,193_jpg.rf.4b9600308a36c2bc9134298aa0fcee52.jpg,new_dataset\Final Project.v1i.coco\train\193_jpg.rf.4b9600308a36c2bc9134298aa0fcee52.jpg,0,0,1,0
train,21,fp_train_0130.jpg,train,212_jpg.rf.284bec549f89f0087da739831153ef8c.jpg,new_dataset\Final Project.v1i.coco\train\212_jpg.rf.284bec549f89f0087da739831153ef8c.jpg,0,0,0,1
train,22,fp_train_0131.jpg,train,P_2129_jpg.rf.8481312f2b502aa9fcd4703d4a62000a.jpg,new_dataset\Final Project.v1i.coco\train\P_2129_jpg.rf.8481312f2b502aa9fcd4703d4a62000a.jpg,1,1,0,1
test,23,fp_test_0006.jpg,train,2_106_jpg.rf.b9e511b7f0ff722111588f32f7d180ea.jpg,new_dataset\Final Project.v1i.coco\train\2_106_jpg.rf.b9e511b7f0ff722111588f32f7d180ea.jpg,0,1,0,0
test,23,fp_test_0007.jpg,train,2_109_jpg.rf.b7267fc5fcb0e0da9f9937a9408de4b6.jpg,new_dataset\Final Project.v1i.coco\train\2_109_jpg.rf.b7267fc5fcb0e0da9f9937a9408de4b6.jpg,1,1,1,0
test,23,fp_test_0008.jpg,valid,2_108_jpg.rf.204810c2319b6b4003cbccf1d23a9152.jpg,new_dataset\Final Project.v1i.coco\valid\2_108_jpg.rf.204810c2319b6b4003cbccf1d23a9152.jpg,0,1,0,0
test,23,fp_test_0009.jpg,test,2_107_jpg.rf.b314c3d6d930a8bf893523f20799f4ce.jpg,new_dataset\Final Project.v1i.coco\test\2_107_jpg.rf.b314c3d6d930a8bf893523f20799f4ce.jpg,0,1,0,0
test,23,fp_test_0010.jpg,test,2_104_jpg.rf.2a6e639cd0cb5846191c488c4dc61de0.jpg,new_dataset\Final Project.v1i.coco\test\2_104_jpg.rf.2a6e639cd0cb5846191c488c4dc61de0.jpg,1,1,0,0
test,23,fp_test_0011.jpg,test,2_105_jpg.rf.e7eec6e10bc70d5fc01f9d5b4164960c.jpg,new_dataset\Final Project.v1i.coco\test\2_105_jpg.rf.e7eec6e10bc70d5fc01f9d5b4164960c.jpg,0,1,0,0
train,24,fp_train_0132.jpg,train,samsung_22_jpg.rf.e5f5ba18741f3bb81e001bb47af66399.jpg,new_dataset\Final Project.v1i.coco\train\samsung_22_jpg.rf.e5f5ba18741f3bb81e001bb47af66399.jpg,1,0,0,0
train,25,fp_train_0133.jpg,train,91_jpg.rf.d6a5b970d38b9e4fb2d2f07226fa2793.jpg,new_dataset\Final Project.v1i.coco\train\91_jpg.rf.d6a5b970d38b9e4fb2d2f07226fa2793.jpg,0,0,0,0
train,26,fp_train_0134.jpg,train,106_jpg.rf.ad6f668c3f73f01d992fc9067013babb.jpg,new_dataset\Final Project.v1i.coco\train\106_jpg.rf.ad6f668c3f73f01d992fc9067013babb.jpg,0,0,1,0
train,26,fp_train_0135.jpg,train,115_jpg.rf.e058c831f6946f45cd0b30a1353341d1.jpg,new_dataset\Final Project.v1i.coco\train\115_jpg.rf.e058c831f6946f45cd0b30a1353341d1.jpg,0,0,0,0
train,26,fp_train_0136.jpg,valid,107_jpg.rf.f5e65d7c06fc2e07e6bea5f5418e5012.jpg,new_dataset\Final Project.v1i.coco\valid\107_jpg.rf.f5e65d7c06fc2e07e6bea5f5418e5012.jpg,0,1,0,0
train,26,fp_train_0137.jpg,test,108_jpg.rf.f5c3168d5313cd8c3203b1a48a802959.jpg,new_dataset\Final Project.v1i.coco\test\108_jpg.rf.f5c3168d5313cd8c3203b1a48a802959.jpg,0,0,0,0
train,27,fp_train_0138.jpg,train,N_10039_JPG_JPG.rf.6fb80533ff5267c945898204a8f0f8a6.jpg,new_dataset\Final Project.v1i.coco\train\N_10039_JPG_JPG.rf.6fb80533ff5267c945898204a8f0f8a6.jpg,1,1,0,0
valid,28,fp_valid_0025.jpg,train,144_jpg.rf.5aa2789fc30b72c06d30ce8dbf4cf70e.jpg,new_dataset\Final Project.v1i.coco\train\144_jpg.rf.5aa2789fc30b72c06d30ce8dbf4cf70e.jpg,0,1,0,1
valid,28,fp_valid_0026.jpg,train,169_jpg.rf.2718f6cf4c9bf5ad79839a63564374d7.jpg,new_dataset\Final Project.v1i.coco\train\169_jpg.rf.2718f6cf4c9bf5ad79839a63564374d7.jpg,1,1,0,1
valid,28,fp_valid_0027.jpg,train,176_jpg.rf.c1c46324bc1a5e5bff3597a696acccad.jpg,new_dataset\Final Project.v1i.coco\train\176_jpg.rf.c1c46324bc1a5e5bff3597a696acccad.jpg,0,0,1,0
valid,28,fp_valid_0028.jpg,train,160_jpg.rf.b103160323a05de6ab73d3764ff81865.jpg,new_dataset\Final Project.v1i.coco\train\160_jpg.rf.b103160323a05de6ab73d3764ff81865.jpg,0,1,0,1
valid,28,fp_valid_0029.jpg,train,143_jpg.rf.87eba5c610a78e2d35a3815d5f980ab7.jpg,new_dataset\Final Project.v1i.coco\train\143_jpg.rf.87eba5c610a78e2d35a3815d5f980ab7.jpg,0,1,0,0
valid,28,fp_valid_0030.jpg,train,158_jpg.rf.29fbf6cdf7faf85748ea6c3a13b17414.jpg,new_dataset\Final Project.v1i.coco\train\158_jpg.rf.29fbf6cdf7faf85748ea6c3a13b17414.jpg,0,0,0,0
valid,28,fp_valid_0031.jpg,train,154_jpg.rf.f6f04545b8f2097ce0d8b2ecb18f996a.jpg,new_dataset\Final Project.v1i.coco\train\154_jpg.rf.f6f04545b8f2097ce0d8b2ecb18f996a.jpg,0,0,1,0
valid,28,fp_valid_0032.jpg,train,178_jpg.rf.3e5f385a4156a6cb94b19458344e9cc6.jpg,new_dataset\Final Project.v1i.coco\train\178_jpg.rf.3e5f385a4156a6cb94b19458344e9cc6.jpg,0,0,0,1
valid,28,fp_valid_0033.jpg,train,173_jpg.rf.161eb83d777a8843a2538136f625258f.jpg,new_dataset\Final Project.v1i.coco\train\173_jpg.rf.161eb83d777a8843a2538136f625258f.jpg,0,0,0,0
valid,28,fp_valid_0034.jpg,train,150_jpg.rf.ac359c7fcc7312997387f62c8de7117a.jpg,new_dataset\Final Project.v1i.coco\train\150_jpg.rf.ac359c7fcc7312997387f62c8de7117a.jpg,1,0,1,0
valid,28,fp_valid_0035.jpg,train,167_jpg.rf.8518277479f54db865df3be435bf6687.jpg,new_dataset\Final Project.v1i.coco\train\167_jpg.rf.8518277479f54db865df3be435bf6687.jpg,0,1,0,0
valid,28,fp_valid_0036.jpg,train,146_jpg.rf.e67ab433d3b3a24d743284a02ae04b2f.jpg,new_dataset\Final Project.v1i.coco\train\146_jpg.rf.e67ab433d3b3a24d743284a02ae04b2f.jpg,0,0,0,0
valid,28,fp_valid_0037.jpg,train,141_jpg.rf.02611fa4b023ba40b524a8b090c9f672.jpg,new_dataset\Final Project.v1i.coco\train\141_jpg.rf.02611fa4b023ba40b524a8b090c9f672.jpg,0,0,0,0
valid,28,fp_valid_0038.jpg,valid,171_jpg.rf.3e7b21f932479a216a3170c0833da374.jpg,new_dataset\Final Project.v1i.coco\valid\171_jpg.rf.3e7b21f932479a216a3170c0833da374.jpg,0,1,0,0
valid,28,fp_valid_0039.jpg,valid,152_jpg.rf.8e22c4ea674717ecdd45109d9983bb5f.jpg,new_dataset\Final Project.v1i.coco\valid\152_jpg.rf.8e22c4ea674717ecdd45109d9983bb5f.jpg,0,0,0,0
valid,28,fp_valid_0040.jpg,valid,156_jpg.rf.f87f16dbbffc5056293128f0a6db7d6a.jpg,new_dataset\Final Project.v1i.coco\valid\156_jpg.rf.f87f16dbbffc5056293128f0a6db7d6a.jpg,0,1,0,0
valid,28,fp_valid_0041.jpg,valid,148_jpg.rf.8d639554abf6e309c86add2a787dbcdd.jpg,new_dataset\Final Project.v1i.coco\valid\148_jpg.rf.8d639554abf6e309c86add2a787dbcdd.jpg,0,0,0,0
valid,28,fp_valid_0042.jpg,test,162_jpg.rf.8ecf91e179a65aafddc0a30b0bd7096d.jpg,new_dataset\Final Project.v1i.coco\test\162_jpg.rf.8ecf91e179a65aafddc0a30b0bd7096d.jpg,0,0,0,1
test,29,fp_test_0012.jpg,train,N_1097_JPG_JPG.rf.7f089434b0081dde1d3f0ce538791bf2.jpg,new_dataset\Final Project.v1i.coco\train\N_1097_JPG_JPG.rf.7f089434b0081dde1d3f0ce538791bf2.jpg,1,1,0,0
valid,30,fp_valid_0043.jpg,train,2_149_jpg.rf.c78c047b06dc0e09fa9bd963fba76586.jpg,new_dataset\Final Project.v1i.coco\train\2_149_jpg.rf.c78c047b06dc0e09fa9bd963fba76586.jpg,0,0,0,0
valid,30,fp_valid_0044.jpg,train,2_143_jpg.rf.325581943480bb9a0afda9cf6fcb8e50.jpg,new_dataset\Final Project.v1i.coco\train\2_143_jpg.rf.325581943480bb9a0afda9cf6fcb8e50.jpg,1,1,0,0
valid,31,fp_valid_0045.jpg,train,60_jpg.rf.e3e74168264f11b9693c86d04ac745fc.jpg,new_dataset\Final Project.v1i.coco\train\60_jpg.rf.e3e74168264f11b9693c86d04ac745fc.jpg,0,0,0,0
train,32,fp_train_0139.jpg,train,samsung_6_jpg.rf.1cd28938b9781be538934f664dce0300.jpg,new_dataset\Final Project.v1i.coco\train\samsung_6_jpg.rf.1cd28938b9781be538934f664dce0300.jpg,0,0,1,1
test,33,fp_test_0013.jpg,train,2_74_jpg.rf.ac1a33024af2784f90a6b9d823d139fd.jpg,new_dataset\Final Project.v1i.coco\train\2_74_jpg.rf.ac1a33024af2784f90a6b9d823d139fd.jpg,1,1,0,0
test,33,fp_test_0014.jpg,train,2_75_jpg.rf.f91565a0f8303f3a9e54dddd77bc986d.jpg,new_dataset\Final Project.v1i.coco\train\2_75_jpg.rf.f91565a0f8303f3a9e54dddd77bc986d.jpg,1,1,0,0
train,34,fp_train_0140.jpg,train,130_jpg.rf.5a355144b4a3d897f31c27c785848b37.jpg,new_dataset\Final Project.v1i.coco\train\130_jpg.rf.5a355144b4a3d897f31c27c785848b37.jpg,0,1,1,0
train,35,fp_train_0141.jpg,train,P_2205_jpg.rf.2bf2018d1e6febe5f060615522e98d99.jpg,new_dataset\Final Project.v1i.coco\train\P_2205_jpg.rf.2bf2018d1e6febe5f060615522e98d99.jpg,0,0,0,0
train,36,fp_train_0142.jpg,train,59_jpg.rf.3aa9bb5102a1a50753c4449bd3be7a9b.jpg,new_dataset\Final Project.v1i.coco\train\59_jpg.rf.3aa9bb5102a1a50753c4449bd3be7a9b.jpg,0,0,0,0
train,36,fp_train_0143.jpg,train,57_jpg.rf.0bb683395ee43eaf35a7769e6ec5cf83.jpg,new_dataset\Final Project.v1i.coco\train\57_jpg.rf.0bb683395ee43eaf35a7769e6ec5cf83.jpg,0,0,0,0
train,36,fp_train_0144.jpg,valid,53_jpg.rf.877729aec367b1b8cf081fdb53236474.jpg,new_dataset\Final Project.v1i.coco\valid\53_jpg.rf.877729aec367b1b8cf081fdb53236474.jpg,0,0,0,0
train,36,fp_train_0145.jpg,test,47_jpg.rf.a84142b940f61fa92c4bc8ccb4f6ff0a.jpg,new_dataset\Final Project.v1i.coco\test\47_jpg.rf.a84142b940f61fa92c4bc8ccb4f6ff0a.jpg,0,0,0,1
test,37,fp_test_0015.jpg,train,187_jpg.rf.6811ba3126e68fa7de8faf568a3dfbc2.jpg,new_dataset\Final Project.v1i.coco\train\187_jpg.rf.6811ba3126e68fa7de8faf568a3dfbc2.jpg,0,0,0,1
test,37,fp_test_0016.jpg,train,183_jpg.rf.dd5b207437f59601000970e005c705fc.jpg,new_dataset\Final Project.v1i.coco\train\183_jpg.rf.dd5b207437f59601000970e005c705fc.jpg,0,0,1,1
test,37,fp_test_0017.jpg,train,201_jpg.rf.6360319f09d12e0410a60211d47e1da7.jpg,new_dataset\Final Project.v1i.coco\train\201_jpg.rf.6360319f09d12e0410a60211d47e1da7.jpg,0,0,0,0
test,37,fp_test_0018.jpg,train,194_jpg.rf.bb93d2667c500bd952b2aec64c70b990.jpg,new_dataset\Final Project.v1i.coco\train\194_jpg.rf.bb93d2667c500bd952b2aec64c70b990.jpg,0,0,0,0
test,37,fp_test_0019.jpg,train,200_jpg.rf.ae49b3aaf74dfeec09df7a195d4266ac.jpg,new_dataset\Final Project.v1i.coco\train\200_jpg.rf.ae49b3aaf74dfeec09df7a195d4266ac.jpg,0,0,0,1
test,37,fp_test_0020.jpg,train,204_jpg.rf.d9048640af5684a00d9d33b6e709e56d.jpg,new_dataset\Final Project.v1i.coco\train\204_jpg.rf.d9048640af5684a00d9d33b6e709e56d.jpg,0,0,0,0
test,37,fp_test_0021.jpg,train,188_jpg.rf.919842d0ed72a49703758554619ba2b9.jpg,new_dataset\Final Project.v1i.coco\train\188_jpg.rf.919842d0ed72a49703758554619ba2b9.jpg,0,0,0,0
test,37,fp_test_0022.jpg,train,206_jpg.rf.928d7ca6214060d0159d143b49f0d15c.jpg,new_dataset\Final Project.v1i.coco\train\206_jpg.rf.928d7ca6214060d0159d143b49f0d15c.jpg,0,0,0,1
test,37,fp_test_0023.jpg,train,208_jpg.rf.3d0c2f907920a52ad543487535f37c41.jpg,new_dataset\Final Project.v1i.coco\train\208_jpg.rf.3d0c2f907920a52ad543487535f37c41.jpg,1,0,1,0
test,37,fp_test_0024.jpg,train,186_jpg.rf.7c3de67410b8c55e46cf606570e1d8f9.jpg,new_dataset\Final Project.v1i.coco\train\186_jpg.rf.7c3de67410b8c55e46cf606570e1d8f9.jpg,0,0,0,0
test,37,fp_test_0025.jpg,train,215_jpg.rf.7d6fe41b777e5a06fb1e15ff9bef757f.jpg,new_dataset\Final Project.v1i.coco\train\215_jpg.rf.7d6fe41b777e5a06fb1e15ff9bef757f.jpg,1,0,0,0
test,37,fp_test_0026.jpg,valid,197_jpg.rf.1350932a762c218e2cef3c01942b7f31.jpg,new_dataset\Final Project.v1i.coco\valid\197_jpg.rf.1350932a762c218e2cef3c01942b7f31.jpg,0,0,0,0
test,37,fp_test_0027.jpg,valid,217_jpg.rf.62fcf0a45b66f37b723bbc3839629d78.jpg,new_dataset\Final Project.v1i.coco\valid\217_jpg.rf.62fcf0a45b66f37b723bbc3839629d78.jpg,0,0,0,1
test,37,fp_test_0028.jpg,valid,210_jpg.rf.9a7ed85a4dac4a5225d7cf0d66f281d6.jpg,new_dataset\Final Project.v1i.coco\valid\210_jpg.rf.9a7ed85a4dac4a5225d7cf0d66f281d6.jpg,0,0,1,0
test,37,fp_test_0029.jpg,valid,214_jpg.rf.54ce1bcc69e5a2bf882555ea79fb6ed5.jpg,new_dataset\Final Project.v1i.coco\valid\214_jpg.rf.54ce1bcc69e5a2bf882555ea79fb6ed5.jpg,0,0,1,1
test,37,fp_test_0030.jpg,valid,199_jpg.rf.de39add0d3ccee9532edf8f2fb3e2181.jpg,new_dataset\Final Project.v1i.coco\valid\199_jpg.rf.de39add0d3ccee9532edf8f2fb3e2181.jpg,1,0,0,0
test,37,fp_test_0031.jpg,valid,218_jpg.rf.04d92ba9ef239a399889f62d3e3c91f8.jpg,new_dataset\Final Project.v1i.coco\valid\218_jpg.rf.04d92ba9ef239a399889f62d3e3c91f8.jpg,0,0,0,0
test,37,fp_test_0032.jpg,test,181_jpg.rf.d14bae434a05773a320c7d93dba685bc.jpg,new_dataset\Final Project.v1i.coco\test\181_jpg.rf.d14bae434a05773a320c7d93dba685bc.jpg,0,0,0,0
test,37,fp_test_0033.jpg,test,190_jpg.rf.545bb83fbbb8709e5d8ce1cacd77580e.jpg,new_dataset\Final Project.v1i.coco\test\190_jpg.rf.545bb83fbbb8709e5d8ce1cacd77580e.jpg,0,0,0,1
test,37,fp_test_0034.jpg,test,202_jpg.rf.7086d7c8c317f230972971d50afd9e17.jpg,new_dataset\Final Project.v1i.coco\test\202_jpg.rf.7086d7c8c317f230972971d50afd9e17.jpg,0,0,0,0
test,37,fp_test_0035.jpg,test,185_jpg.rf.9d389ce13fd8c28bcc1f05009d73a7c9.jpg,new_dataset\Final Project.v1i.coco\test\185_jpg.rf.9d389ce13fd8c28bcc1f05009d73a7c9.jpg,0,0,0,0
test,37,fp_test_0036.jpg,test,191_jpg.rf.ce5a0df0919c5d3c566dc2c28e672790.jpg,new_dataset\Final Project.v1i.coco\test\191_jpg.rf.ce5a0df0919c5d3c566dc2c28e672790.jpg,0,0,0,1
valid,38,fp_valid_0046.jpg,train,samsung_31_jpg.rf.2da63dced0f49ecaa8543e53bc135f32.jpg,new_dataset\Final Project.v1i.coco\train\samsung_31_jpg.rf.2da63dced0f49ecaa8543e53bc135f32.jpg,1,0,0,0
train,39,fp_train_0146.jpg,train,147_jpg.rf.ba50b846226b74e053868e133e30e854.jpg,new_dataset\Final Project.v1i.coco\train\147_jpg.rf.ba50b846226b74e053868e133e30e854.jpg,0,1,0,0
train,39,fp_train_0147.jpg,train,157_jpg.rf.21a379d34397d94ba6ffb01f878054cf.jpg,new_dataset\Final Project.v1i.coco\train\157_jpg.rf.21a379d34397d94ba6ffb01f878054cf.jpg,0,0,0,0
train,40,fp_train_0148.jpg,train,119_jpg.rf.2789ed3b17d7dac3db301a3ad468cf93.jpg,new_dataset\Final Project.v1i.coco\train\119_jpg.rf.2789ed3b17d7dac3db301a3ad468cf93.jpg,0,1,0,0
train,41,fp_train_0149.jpg,train,P_2066_jpg.rf.68a79c555b8b1e8f246c307c779b4328.jpg,new_dataset\Final Project.v1i.coco\train\P_2066_jpg.rf.68a79c555b8b1e8f246c307c779b4328.jpg,1,1,0,1
train,42,fp_train_0150.jpg,train,121_jpg.rf.528aade3df382935d01f9bd755a5fca3.jpg,new_dataset\Final Project.v1i.coco\train\121_jpg.rf.528aade3df382935d01f9bd755a5fca3.jpg,0,0,1,0
